15.00-95.00,Private,544091.00,HS-grad,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,25.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,265477.00,Assoc-acdm,1.00-13.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,507875.00,9th,1.00-13.00,Married-civ-spouse,Machine-op-inspct,Any,White,Male,0.00-7262.00,0.00,43.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,88506.00,Bachelors,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,172987.00,Bachelors,13.00-20.00,Married-civ-spouse,Tech-support,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Private,94638.00,HS-grad,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,289980.00,HS-grad,1.00-13.00,Any,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,35.00,United-States,<=50K.
15.00-95.00,Federal-gov,337895.00,Bachelors,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,Black,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,144361.00,HS-grad,1.00-13.00,Married-civ-spouse,Machine-op-inspct,Any,White,Male,0.00-7262.00,0.00,38.00,United-States,<=50K.
15.00-95.00,Private,128354.00,Masters,13.00-20.00,Any,Exec-managerial,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,State-gov,101603.00,Assoc-voc,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,271466.00,Assoc-voc,1.00-13.00,Any,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,43.00,United-States,<=50K.
15.00-95.00,Private,32275.00,Some-college,1.00-13.00,Married-civ-spouse,Exec-managerial,Any,Other,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,51835.00,Prof-school,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Female,0.00-7262.00,1902.00,60.00,Honduras,>50K.
15.00-95.00,Federal-gov,251585.00,Bachelors,13.00-20.00,Any,Exec-managerial,Any,White,Male,0.00-7262.00,0.00,55.00,United-States,>50K.
15.00-95.00,Self-emp-inc,109832.00,HS-grad,1.00-13.00,Any,Exec-managerial,Any,White,Male,0.00-7262.00,0.00,60.00,United-States,<=50K.
15.00-95.00,Private,237993.00,Some-college,1.00-13.00,Married-civ-spouse,Tech-support,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,216666.00,5th-6th,1.00-13.00,Married-civ-spouse,Machine-op-inspct,Any,White,Male,0.00-7262.00,0.00,40.00,Mexico,<=50K.
15.00-95.00,Private,56352.00,Assoc-voc,1.00-13.00,Married-civ-spouse,Other-service,Any,White,Male,0.00-7262.00,0.00,40.00,Puerto-Rico,<=50K.
15.00-95.00,Private,147372.00,HS-grad,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,White,Male,0.00-7262.00,0.00,48.00,United-States,<=50K.
15.00-95.00,Private,188146.00,HS-grad,1.00-13.00,Married-civ-spouse,Machine-op-inspct,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,59496.00,Bachelors,13.00-20.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,149640.00,HS-grad,1.00-13.00,Married-civ-spouse,Transport-moving,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,116632.00,Doctorate,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,45.00,United-States,>50K.
15.00-95.00,Private,105598.00,Some-college,1.00-13.00,Any,Tech-support,Any,White,Male,0.00-7262.00,0.00,58.00,United-States,<=50K.
15.00-95.00,Private,155537.00,HS-grad,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,183175.00,Some-college,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,169846.00,HS-grad,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Self-emp-inc,191681.00,Some-college,1.00-13.00,Married-civ-spouse,Exec-managerial,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,>50K.
15.00-95.00,Private,101509.00,Some-college,1.00-13.00,Any,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,32.00,United-States,<=50K.
15.00-95.00,Private,309974.00,Bachelors,13.00-20.00,Any,Sales,Any,Black,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,162298.00,Bachelors,13.00-20.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,70.00,United-States,>50K.
15.00-95.00,Private,211678.00,Some-college,1.00-13.00,Any,Machine-op-inspct,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,124744.00,Some-college,1.00-13.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,20.00,United-States,<=50K.
15.00-95.00,Private,213921.00,HS-grad,1.00-13.00,Any,Other-service,Any,White,Male,0.00-7262.00,0.00,40.00,Mexico,<=50K.
15.00-95.00,Private,32214.00,Assoc-acdm,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,309634.00,11th,1.00-13.00,Any,Other-service,Any,White,Female,0.00-7262.00,0.00,22.00,United-States,<=50K.
15.00-95.00,Local-gov,125927.00,7th-8th,1.00-13.00,Married-civ-spouse,Farming-fishing,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,446839.00,HS-grad,1.00-13.00,Any,Sales,Any,White,Male,0.00-7262.00,0.00,30.00,United-States,<=50K.
15.00-95.00,Private,276515.00,Bachelors,13.00-20.00,Married-civ-spouse,Other-service,Any,White,Male,0.00-7262.00,0.00,40.00,Cuba,<=50K.
15.00-95.00,Private,51618.00,HS-grad,1.00-13.00,Married-civ-spouse,Other-service,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,159937.00,HS-grad,1.00-13.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,48.00,United-States,<=50K.
15.00-95.00,Private,343591.00,HS-grad,1.00-13.00,Any,Craft-repair,Any,White,Female,7262.00-100000.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,346253.00,HS-grad,1.00-13.00,Any,Sales,Any,White,Female,0.00-7262.00,0.00,35.00,United-States,<=50K.
15.00-95.00,Local-gov,268234.00,HS-grad,1.00-13.00,Married-civ-spouse,Protective-serv,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,202051.00,Masters,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Private,54334.00,9th,1.00-13.00,Any,Sales,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Federal-gov,410867.00,Doctorate,13.00-20.00,Any,Prof-specialty,Any,White,Female,0.00-7262.00,0.00,50.00,United-States,>50K.
15.00-95.00,Private,249977.00,Assoc-voc,1.00-13.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,286730.00,Some-college,1.00-13.00,Any,Craft-repair,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,212563.00,Some-college,1.00-13.00,Any,Machine-op-inspct,Any,Black,Female,0.00-7262.00,0.00,25.00,United-States,<=50K.
15.00-95.00,Local-gov,226296.00,Bachelors,13.00-20.00,Married-civ-spouse,Protective-serv,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Local-gov,115585.00,Some-college,1.00-13.00,Any,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,191277.00,Doctorate,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,1902.00,60.00,United-States,>50K.
15.00-95.00,Private,202683.00,Some-college,1.00-13.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,48.00,United-States,>50K.
15.00-95.00,Private,171095.00,Assoc-acdm,1.00-13.00,Any,Exec-managerial,Any,White,Female,0.00-7262.00,0.00,40.00,England,<=50K.
15.00-95.00,Federal-gov,249409.00,HS-grad,1.00-13.00,Any,Other-service,Any,Black,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,124191.00,Masters,13.00-20.00,Married-civ-spouse,Exec-managerial,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,198282.00,Bachelors,13.00-20.00,Married-civ-spouse,Exec-managerial,Any,White,Male,7262.00-100000.00,0.00,60.00,United-States,>50K.
15.00-95.00,Self-emp-not-inc,149116.00,Masters,13.00-20.00,Any,Prof-specialty,Any,White,Female,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Private,188300.00,Some-college,1.00-13.00,Any,Tech-support,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,103432.00,HS-grad,1.00-13.00,Any,Craft-repair,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Self-emp-inc,317660.00,HS-grad,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,7262.00-100000.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,194901.00,11th,1.00-13.00,Any,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Local-gov,189265.00,HS-grad,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,124692.00,HS-grad,1.00-13.00,Married-civ-spouse,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,432376.00,Bachelors,13.00-20.00,Any,Sales,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,65324.00,Prof-school,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Self-emp-not-inc,335605.00,HS-grad,1.00-13.00,Married-civ-spouse,Other-service,Any,White,Male,0.00-7262.00,1887.00,50.00,Canada,>50K.
15.00-95.00,Private,377869.00,Some-college,1.00-13.00,Married-civ-spouse,Sales,Any,White,Female,0.00-7262.00,0.00,25.00,United-States,<=50K.
15.00-95.00,Private,102864.00,HS-grad,1.00-13.00,Any,Machine-op-inspct,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,95647.00,9th,1.00-13.00,Married-civ-spouse,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Self-emp-inc,303090.00,Some-college,1.00-13.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Local-gov,197371.00,Assoc-voc,1.00-13.00,Married-civ-spouse,Craft-repair,Any,Black,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,247552.00,Some-college,1.00-13.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,56.00,United-States,<=50K.
15.00-95.00,Private,102632.00,HS-grad,1.00-13.00,Any,Craft-repair,Any,White,Male,0.00-7262.00,0.00,41.00,United-States,<=50K.
15.00-95.00,Private,199915.00,Some-college,1.00-13.00,Any,Other-service,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,118853.00,Bachelors,13.00-20.00,Married-civ-spouse,Exec-managerial,Any,White,Male,0.00-7262.00,0.00,60.00,United-States,<=50K.
15.00-95.00,Private,77143.00,Bachelors,13.00-20.00,Any,Exec-managerial,Any,Black,Male,0.00-7262.00,0.00,40.00,Germany,<=50K.
15.00-95.00,State-gov,267989.00,Bachelors,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,>50K.
15.00-95.00,Private,301606.00,Some-college,1.00-13.00,Any,Other-service,Any,Black,Male,0.00-7262.00,0.00,35.00,United-States,<=50K.
15.00-95.00,Private,287828.00,Bachelors,13.00-20.00,Married-civ-spouse,Exec-managerial,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,111697.00,Some-college,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,1719.00,28.00,United-States,<=50K.
15.00-95.00,Private,114937.00,Assoc-acdm,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,365739.00,Some-college,1.00-13.00,Any,Craft-repair,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,69621.00,Assoc-acdm,1.00-13.00,Any,Sales,Any,White,Female,0.00-7262.00,0.00,60.00,United-States,<=50K.
15.00-95.00,Private,43323.00,HS-grad,1.00-13.00,Any,Other-service,Any,White,Female,0.00-7262.00,1762.00,40.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,120985.00,HS-grad,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,0.00,35.00,United-States,<=50K.
15.00-95.00,Private,254202.00,Bachelors,13.00-20.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Private,146195.00,Assoc-acdm,1.00-13.00,Any,Tech-support,Any,Black,Female,0.00-7262.00,0.00,36.00,United-States,<=50K.
15.00-95.00,Federal-gov,125933.00,Masters,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,40.00,Iran,>50K.
15.00-95.00,Self-emp-not-inc,56920.00,HS-grad,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,0.00,60.00,United-States,<=50K.
15.00-95.00,Private,163127.00,Assoc-voc,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,35.00,United-States,<=50K.
15.00-95.00,Private,34310.00,Some-college,1.00-13.00,Any,Sales,Any,White,Male,0.00-7262.00,0.00,20.00,United-States,<=50K.
15.00-95.00,Private,81973.00,Some-college,1.00-13.00,Married-civ-spouse,Craft-repair,Any,Asian-Pac-Islander,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Self-emp-inc,66614.00,HS-grad,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,232782.00,Some-college,1.00-13.00,Any,Sales,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,316868.00,Some-college,1.00-13.00,Any,Other-service,Any,White,Male,0.00-7262.00,0.00,30.00,Mexico,<=50K.
15.00-95.00,Private,196584.00,Assoc-voc,1.00-13.00,Any,Prof-specialty,Any,White,Female,0.00-7262.00,1564.00,40.00,United-States,>50K.
15.00-95.00,Private,105376.00,Some-college,1.00-13.00,Any,Tech-support,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,185814.00,HS-grad,1.00-13.00,Any,Transport-moving,Any,Black,Female,0.00-7262.00,0.00,30.00,United-States,<=50K.
15.00-95.00,Private,175374.00,Some-college,1.00-13.00,Married-civ-spouse,Other-service,Any,White,Male,0.00-7262.00,0.00,24.00,United-States,<=50K.
15.00-95.00,Private,108293.00,HS-grad,1.00-13.00,Any,Other-service,Any,White,Female,0.00-7262.00,0.00,24.00,United-States,<=50K.
15.00-95.00,Private,181232.00,11th,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,2179.00,40.00,United-States,<=50K.
15.00-95.00,Local-gov,186009.00,Some-college,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,38.00,Mexico,<=50K.
15.00-95.00,Private,198183.00,HS-grad,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,163003.00,Bachelors,13.00-20.00,Any,Exec-managerial,Any,Asian-Pac-Islander,Female,0.00-7262.00,0.00,40.00,Philippines,<=50K.
15.00-95.00,Private,296158.00,HS-grad,1.00-13.00,Any,Craft-repair,Any,White,Male,0.00-7262.00,0.00,35.00,United-States,<=50K.
15.00-95.00,Private,187715.00,HS-grad,1.00-13.00,Married-civ-spouse,Craft-repair,Any,White,Male,0.00-7262.00,0.00,46.00,United-States,<=50K.
15.00-95.00,Private,214542.00,Bachelors,13.00-20.00,Any,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,494223.00,Some-college,1.00-13.00,Any,Sales,Any,Black,Male,0.00-7262.00,1816.00,2.00,United-States,<=50K.
15.00-95.00,Private,191535.00,HS-grad,1.00-13.00,Any,Craft-repair,Any,White,Male,0.00-7262.00,0.00,60.00,United-States,<=50K.
15.00-95.00,Private,228456.00,Bachelors,13.00-20.00,Any,Other-service,Any,Black,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,Private,252752.00,HS-grad,1.00-13.00,Any,Other-service,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Self-emp-inc,78374.00,Masters,13.00-20.00,Any,Exec-managerial,Any,Asian-Pac-Islander,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,88419.00,HS-grad,1.00-13.00,Any,Exec-managerial,Any,Asian-Pac-Islander,Female,0.00-7262.00,0.00,40.00,England,<=50K.
15.00-95.00,Self-emp-not-inc,201080.00,Masters,13.00-20.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,207157.00,Some-college,1.00-13.00,Any,Other-service,Any,White,Female,0.00-7262.00,0.00,40.00,Mexico,<=50K.
15.00-95.00,Federal-gov,235485.00,Assoc-acdm,1.00-13.00,Any,Exec-managerial,Any,White,Male,0.00-7262.00,0.00,42.00,United-States,<=50K.
15.00-95.00,State-gov,102628.00,Masters,13.00-20.00,Any,Protective-serv,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,25828.00,11th,1.00-13.00,Any,Handlers-cleaners,Any,White,Male,0.00-7262.00,0.00,16.00,United-States,<=50K.
15.00-95.00,Local-gov,54826.00,Assoc-voc,1.00-13.00,Any,Prof-specialty,Any,White,Female,0.00-7262.00,0.00,20.00,United-States,<=50K.
15.00-95.00,Private,124953.00,HS-grad,1.00-13.00,Any,Other-service,Any,White,Male,0.00-7262.00,1980.00,40.00,United-States,<=50K.
15.00-95.00,State-gov,175325.00,HS-grad,1.00-13.00,Married-civ-spouse,Protective-serv,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,96062.00,Some-college,1.00-13.00,Married-civ-spouse,Sales,Any,White,Male,0.00-7262.00,1977.00,40.00,United-States,>50K.
15.00-95.00,Private,428030.00,Bachelors,13.00-20.00,Any,Craft-repair,Any,White,Male,0.00-7262.00,0.00,50.00,United-States,<=50K.
15.00-95.00,State-gov,149624.00,Bachelors,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,40.00,United-States,>50K.
15.00-95.00,Private,253814.00,HS-grad,1.00-13.00,Any,Sales,Any,White,Female,0.00-7262.00,0.00,25.00,United-States,<=50K.
15.00-95.00,Private,312956.00,HS-grad,1.00-13.00,Any,Craft-repair,Any,Black,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,483777.00,HS-grad,1.00-13.00,Any,Handlers-cleaners,Any,Black,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,183930.00,HS-grad,1.00-13.00,Any,Other-service,Any,White,Male,0.00-7262.00,0.00,12.00,United-States,<=50K.
15.00-95.00,Private,37274.00,Bachelors,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Male,0.00-7262.00,0.00,65.00,United-States,<=50K.
15.00-95.00,Local-gov,181344.00,Some-college,1.00-13.00,Married-civ-spouse,Exec-managerial,Any,Black,Male,0.00-7262.00,0.00,38.00,United-States,>50K.
15.00-95.00,Private,114580.00,Some-college,1.00-13.00,Any,Adm-clerical,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,633742.00,Some-college,1.00-13.00,Any,Craft-repair,Any,Black,Male,0.00-7262.00,0.00,45.00,United-States,<=50K.
15.00-95.00,Private,286370.00,7th-8th,1.00-13.00,Married-civ-spouse,Machine-op-inspct,Any,White,Male,0.00-7262.00,0.00,40.00,Mexico,>50K.
15.00-95.00,Federal-gov,29054.00,Some-college,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,White,Male,0.00-7262.00,0.00,42.00,United-States,>50K.
15.00-95.00,Private,304030.00,HS-grad,1.00-13.00,Married-civ-spouse,Adm-clerical,Any,Black,Male,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Self-emp-not-inc,143129.00,Bachelors,13.00-20.00,Any,Exec-managerial,Any,White,Female,0.00-7262.00,0.00,40.00,United-States,<=50K.
15.00-95.00,Private,99928.00,Masters,13.00-20.00,Married-civ-spouse,Prof-specialty,Any,White,Female,0.00-7262.00,0.00,50.00,United-States,<=50K.
