a,15.83,0.58,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,47.00,13.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,56.58,18.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,57.42,8.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,42.08,1.04,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,29.25,14.79,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,42.00,9.79,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,49.50,7.59,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,36.75,5.13,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,22.58,10.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,27.83,1.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,27.25,1.59,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,23.00,11.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,27.75,0.58,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,54.58,9.41,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.17,9.17,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,28.92,15.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,29.67,1.41,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,39.58,13.91,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,56.42,28.00,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,54.33,6.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,41.00,2.04,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,31.92,4.46,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,41.50,1.54,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,23.92,0.67,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,25.75,0.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,26.00,1.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,37.42,2.04,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.92,2.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.25,3.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,23.33,11.63,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,23.17,0.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,44.33,0.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,35.17,4.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,s,0.00-2001.00,0.00-100001.00,+.
b,43.25,3.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,56.75,12.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,31.67,16.17,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,23.42,0.79,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,20.42,0.83,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,26.67,4.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.17,1.54,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,36.00,1.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,25.50,0.38,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,19.42,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,35.17,25.13,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,32.33,7.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,s,0.00-2001.00,0.00-100001.00,-.
a,38.58,5.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,44.25,0.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,s,0.00-2001.00,0.00-100001.00,-.
b,44.83,7.00,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,20.67,5.29,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,34.08,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,19.17,0.58,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,21.67,1.16,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,21.50,9.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,49.58,19.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
a,27.67,1.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,s,0.00-2001.00,0.00-100001.00,-.
b,39.83,0.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,s,0.00-2001.00,0.00-100001.00,-.
b,27.25,0.63,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,37.17,4.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,s,0.00-2001.00,0.00-100001.00,-.
b,25.67,2.21,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,34.00,4.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,49.00,1.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,62.50,12.75,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,31.42,15.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,52.33,1.38,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,28.75,1.50,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,28.58,3.54,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,23.00,0.63,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
a,22.50,11.00,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,28.50,1.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,37.50,1.75,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,35.25,16.50,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,18.67,5.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,25.00,12.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,27.83,4.00,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,54.83,15.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,28.75,1.16,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,s,0.00-2001.00,0.00-100001.00,-.
a,25.00,11.00,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,40.92,2.25,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,19.75,0.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,29.17,3.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,24.50,1.04,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,24.58,12.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,33.75,0.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,20.67,1.25,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
a,25.42,1.13,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,-.
b,37.75,7.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,-.
b,52.50,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,57.83,7.04,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,20.75,10.34,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,39.92,6.21,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,25.67,12.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,24.75,12.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,44.17,6.66,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,23.50,9.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.92,5.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,47.67,2.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,22.75,11.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.42,4.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,28.42,3.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,s,0.00-2001.00,0.00-100001.00,+.
b,67.75,5.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,20.42,1.84,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,47.42,8.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,36.25,5.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,32.67,5.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,48.58,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,39.92,0.54,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,33.58,2.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,18.83,9.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,26.92,13.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,31.25,3.75,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,56.50,16.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,43.00,0.29,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,22.33,11.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,27.25,1.66,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,32.83,2.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,23.25,1.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,40.33,7.54,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,30.50,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,52.83,15.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,46.67,0.46,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,58.33,10.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,37.33,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,23.08,2.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,32.75,1.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,21.67,11.50,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,28.50,3.04,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,68.67,15.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,28.00,2.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,34.08,0.08,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,27.67,2.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,44.00,2.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,25.08,1.71,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,32.00,1.75,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,60.58,16.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,40.83,10.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,19.33,9.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,32.33,0.54,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,36.67,3.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,37.50,1.13,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,25.08,2.54,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,41.33,0.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,56.00,12.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,49.83,13.59,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,22.67,10.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,27.00,1.50,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,25.00,12.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,s,0.00-2001.00,0.00-100001.00,+.
a,26.08,8.66,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,18.42,9.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,20.17,8.17,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,47.67,0.29,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,21.25,2.34,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,s,0.00-2001.00,0.00-100001.00,+.
a,20.67,3.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,57.08,19.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,22.42,5.66,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,48.75,8.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,40.00,6.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,40.58,5.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,28.67,1.04,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,33.08,4.63,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,21.33,10.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,42.00,0.20,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,41.75,0.96,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,22.67,1.59,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,34.50,4.04,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,28.25,5.04,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,33.17,3.16,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,48.17,7.63,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,27.58,2.04,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,22.58,10.04,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,24.08,0.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,41.33,1.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
a,20.75,10.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,36.33,2.13,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
a,35.42,12.00,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,28.67,9.34,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,35.17,2.50,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,39.50,4.25,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,f,g,0.00-2001.00,0.00-100001.00,+.
b,39.33,5.88,u,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,g,0.00-2001.00,0.00-100001.00,+.
b,24.33,6.63,y,Any,Any,Any,0.00-30.00,Any,Any,0.00-70.00,t,s,0.00-2001.00,0.00-100001.00,+.
